,k_opt,n_opt,m_opt,m6_opt,error_opt,k_real,n_real,m_real,m6_real,error
2584,50.022809232475716,0.39037491538067426,-0.8135450964034558,-0.25836558905619705,0.054877739693112146,90.0,0.4,0.001,-0.3,1.53262149667099
2585,50.022353470674744,0.3716617255378929,-0.8059735594723084,-0.5471930556939992,0.03550336822828489,90.0,0.4,0.001,-0.6,1.3832267069330904
2586,50.02512287063959,0.3995819967706424,-0.8893034852824896,-1.279336385171634,0.06765344887547611,90.0,0.4,0.001,-1.2,1.4485643430040782
2587,50.030696341549486,0.41843179641382255,-1.0924152974634294,-2.395404456640973,0.4646552323790496,90.0,0.4,0.001,-2.0,2.654107027473077
2588,50.015517650000135,0.34644485965372646,-0.5892356313281395,-0.18202529366422457,0.039135007981303795,90.0,0.4,0.2,-0.3,1.5227202287969595
2589,50.01598370596912,0.3655704296909637,-0.5776300415234409,-0.5055676047780155,0.05824172612796213,90.0,0.4,0.2,-0.6,1.467825169905701
2590,50.01641180055998,0.32150182733477484,-0.5913884044453224,-1.0050190239560306,0.03557954485544173,90.0,0.4,0.2,-1.2,1.2411892010273546
2591,50.01785193779533,0.3408279259337662,-0.649908115112717,-1.847354589903295,0.04246654714968491,90.0,0.4,0.2,-2.0,1.1039345455868426
2592,50.030577305304526,0.08751395349483448,-1.0578800607831713,-0.2701294231903835,0.034912086274736034,90.0,0.1,0.05,-0.3,0.9840039765362019
2593,50.03114955959452,0.09062790510406214,-1.0780593786351254,-0.5542815687897318,0.07854983509791828,90.0,0.1,0.05,-0.6,0.7594533746752603
2594,50.00798836949188,0.004322605579368358,-4.9250932062174595,-0.05193082180621662,0.07661002588569502,90.0,0.1,0.05,-1.2,3.7245474756465824
2595,50.03954729111747,0.06179192374530265,-1.4159270321912178,-1.2430250432697272,0.19523348491531559,90.0,0.1,0.05,-2.0,14.617262148219972
2596,50.02913561716798,0.08287020006778363,-1.008062684420699,-0.25536593880179426,0.020823167563567394,90.0,0.1,0.09,-0.3,0.7954527693016628
2597,50.029410731939656,0.08472086749997144,-1.0177527442565983,-0.5159870111127427,0.03840245606943699,90.0,0.1,0.09,-0.6,0.6207004907965119
2598,50.020683010716105,0.0067371149666266466,-4.188521298255189,-0.07968528927760875,0.036324947728695815,90.0,0.1,0.09,-1.2,1.3811709423207101
2599,50.033618178707684,0.07665304409754796,-1.1870103727443888,-1.4848228072502936,0.16718102175004965,90.0,0.1,0.09,-2.0,6.119627879625621
2600,50.03189153298122,0.08789863182524826,-1.1036554514048982,-0.2876652020209828,0.0646487362094531,90.0,0.1,0.001,-0.3,0.7712706103619184
